,title,description,release_date,genres,actors,duration,country,productions
71,Black Belts,"KJ, an offbeat middle schooler and martial arts movie nerd from Compton, challenges the top dojos in South LA, wearing his uncle’s old black belt. But when his former fighter dad gets too involved, both learn there’s more to life than keeping your guard up.",2023-09-29,['Drama'],"['Seth Carr', 'G. Smokey Campbell', 'Anthea Neri', 'Tremayne Norris', 'Godderick Alucard']",20,United States of America,['Walt Disney Pictures']
72,"Beautiful, FL","Determined to win an ice cream competition with a flavor inspired by her late Tia Abuela’s Puerto Rican treats, a teen girl turns to her trailer park neighbors to help figure out the winning recipe.",2023-07-17,['Drama'],"['Dariana Alvarez', 'Lynette Coll', 'Eileen Galindo', 'Meatball', 'Joel Perez']",20,United States of America,['Walt Disney Pictures']
73,Adalynn,"In order to keep herself and her newborn baby alive, a mother must fight to overcome postpartum depression, grief, inner demons, sinister impulses, and an unseen tormentor until her husband can return home from his business trip to help her.",2023-03-28,"['Horror', 'Mystery', 'Drama']","['Sydney Carvill', 'Wade Baker', 'Janet Carter', 'Rob Shuster']",88,United States of America,['Jacala Productions']
74,Our Take on Love,"When unlucky-in-love Isabella and filmmaker Blake find themselves planning a huge celebration in a mansion where the most famous romance of all time blossomed, neither knew what they’d find. But as Isabella designs the signature dress and Blake films the story of the anniversary gala, they’re paired together to live and learn firsthand about the legendary, rich love story around them…they unexpectedly find a love and adventure they never knew could be true.",2022-11-01,"['TV Movie', 'Comedy', 'Romance']","['Lesa Wilson', 'Russell Quinn Cummings', 'Caroline Carter', 'Cristina Encarnacion', 'Dean Feldman']",85,United States of America,['Sunshine Films']
75,Meet Me in New York,"Ambitious New York events planner Kelly is one of the best in the business. But when Joe, a stubborn, but influential website editor, hires her to organize his niece's birthday, Kelly soon realizes that she may have met her match.",2022-04-25,"['TV Movie', 'Comedy', 'Romance', 'Family']","['Brooke Nevin', 'Corey Sevier', 'Molly Lewis', 'Chelsea Muirhead', 'Maria Syrgiannis']",85,Canada,"['CME Winter Productions', 'Reel One Entertainment']"
76,Poison,"When a poisonous snake slithers onto an Englishman's stomach in India, his associate and a doctor race to save him.",2023-09-30,['Drama'],"['Dev Patel', 'Benedict Cumberbatch', 'Ben Kingsley', 'Ralph Fiennes']",17,United States of America,"['American Empirical Pictures', 'Indian Paintbrush']"
77,Kambili: The Whole 30 Yards,"Kambili Maduka, is an irresponsible, spoiled, spendthrift 28-year-old woman who is turning 29 in a few days. The only thing on her mind is to get married before she turns 30. However, after getting suspended from work due to her incessant lateness, she goes on a date with her boyfriend and he breaks up with her, dashing her hopes of getting married before 30. She decides that what she needs to do is prove to her boyfriend that she can be everything he wants her to be which is; responsible, driven, focused, and wife material.",2021-06-18,"['Comedy', 'Romance']","['Nancy Isime', 'Mawuli Gavor', 'Jide Kene Achufusi', 'Jide Kene Achufusi']",140,Nigeria,[]
78,My Doctor's Secret Life,"Dr. Veronica West had a passionate relationship with a troubled former patient who when she broke it off, he got drunk, and drove his car into a tree, killing himself. She has spent the last year keeping it all secret, or so she thinks.",2023-09-28,['Thriller'],"['Jessica Morris', 'Taylor Castro', 'Jason Tobias', 'Cj Hammond', 'Yuri Brown']",87,United States of America,"['Concord Films', 'Movie Trailer House']"
79,Warrior Strong,"Bilal Irving, a professional basketball player returns to his small, Northern Ontario town of Dumont. He re-connects with his former coach, and conflict ensues as they both struggle to put their egos and complicated pasts aside to mentor the town’s only basketball team.",2023-09-29,"['Drama', 'Comedy']","['Andrew Dice Clay', 'Jordan Johnson-Hinds', 'Sarah Podemski', 'Macaulee Cassaday', 'Aidan Kalechstein']",98,United States of America,['Darius Films']
80,The Kill Room,"A hitman, his boss, an art dealer and a money-laundering scheme that accidentally turns the assassin into an overnight avant-garde sensation, one that forces her to play the art world against the underworld.",2023-09-14,"['Crime', 'Thriller', 'Action']","['Uma Thurman', 'Samuel L. Jackson', 'Joe Manganiello', 'Maya Hawke', 'Debi Mazar']",98,United States of America,"['Yale Productions', 'Idiot Savant Pictures', 'Untitled Entertainment', 'Such Content', 'BK Studios', 'BondIt Media Capital', 'Head Gear Films', 'Metrol Technology', 'Slated', 'SuperNova Capital', 'Complex Corp', 'Great Escape', 'Complex Corp']"
81,On Fire,"Inspired by true and harrowing events, On Fire tells the story of an ordinary man that finds his world suddenly torn apart as devastating wildfires rip through the surrounding countryside. With precious moments ticking by, he must flee with his son (Asher Angel) and pregnant wife if they have any hope of surviving the rapid forces of mother nature.",2023-09-29,"['Drama', 'Thriller']","['Peter Facinelli', 'Fiona Dourif', 'Asher Angel', 'Lance Henriksen', 'Glenn Morshower']",80,United States of America,['Lone Star Storytellers & Media Group']
82,Head Count,"After escaping prison Kat finds his own revolver pointed to his head by an unknown assailant. As the empty rounds click away, Kat tries to remember what happened to each bullet.",2023-09-29,['Thriller'],"['Aaron Jakubenko', 'Ryan Kwanten', 'Melanie Zanetti', 'Chris Bylsma', 'Addam Bramich']",79,United States of America,['Continuance Pictures']
83,Fair Play,"An unexpected promotion at a cutthroat hedge fund pushes a young couple's relationship to the brink, threatening to unravel not only their recent engagement but their lives.",2023-09-28,"['Drama', 'Thriller']","['Phoebe Dynevor', 'Alden Ehrenreich', 'Sebastian de Souza', 'Eddie Marsan', 'Rich Sommer']",113,United States of America,"['Star Thrower Entertainment', 'T-Street Productions', 'MRC', 'Media Rights Capital']"
84,Let's Get Married,"A man is in a difficult position between his girlfriend who wants to marry him, and his mother who doesn't like his girlfriend.",2023-07-28,"['Romance', 'Comedy', 'Family']","['Harish Kalyan', 'Ivana', 'Nadhiya', 'Yogi Babu', 'Mirchi Vijay']",151,India,['Dhoni Entertainment Pvt Ltd']
85,Do Not Disturb,"A middle-aged man emerges from a pandemic slump with a new job at a quiet hotel, until some eccentric guests turn his first night into a wild adventure.",2023-09-29,"['Comedy', 'Drama']","['Cem Yılmaz', 'Ahsen Eroğlu', 'Celal Kadri Kınoğlu', 'Özge Özberk', 'Bülent Şakrak']",115,Turkey,['CMYLMZ Fikirsanat']
86,Laung Laachi 2,"Set in 1947, this is a story of a set of people who have to vacate their house to move into another place. Chaos ensues as the original inhabitants face another family that enters the house.",2022-08-19,[],"['Neeru Bajwa', 'Amberdeep Singh', 'Ammy Virk', 'Jaswinder Brar', 'Sukhwinder Raj']",138,India,['Villagers Film Studio']
87,Saw X,"Between the events of 'Saw' and 'Saw II', a sick and desperate John Kramer travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer, only to discover the entire operation is a scam to defraud the most vulnerable. Armed with a newfound purpose, the infamous serial killer returns to his work, turning the tables on the con artists in his signature visceral way through devious, deranged, and ingenious traps.",2023-09-26,"['Crime', 'Horror', 'Thriller']","['Tobin Bell', 'Shawnee Smith', 'Synnøve Macody Lund', 'Renata Vaca', 'Paulette Hernández']",118,United States of America,"['Twisted Pictures', 'Lionsgate']"
88,The Creator,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",2023-09-27,"['Science Fiction', 'Action', 'Thriller']","['John David Washington', 'Madeleine Yuna Voyles', 'Gemma Chan', 'Allison Janney', 'Ken Watanabe']",134,"Canada, ","['New Regency Pictures', 'Entertainment One', 'Regency Enterprises', 'Bad Dreams']"
89,57 Seconds,"When a tech blogger lands an interview with a tech guru and stops an attack on him, he finds a mysterious ring that takes him back 57 seconds into the past.",2023-09-29,"['Thriller', 'Science Fiction']","['Morgan Freeman', 'Josh Hutcherson', 'Greg Germann', 'Lovie Simone', 'Bevin Bru']",99,United States of America,[]
90,Nowhere,"A young pregnant woman named Mia escapes from a country at war by hiding in a maritime container aboard a cargo ship. After a violent storm, Mia gives birth to the child while lost at sea, where she must fight to survive.",2023-09-29,"['Thriller', 'Drama']","['Anna Castillo', 'Tamar Novas', 'Irina Bravo', 'Victoria Teijeiro', 'Lucia Soria']",109,Spain,['Rock & Ruz']
91,The Swan,"Two large, ignorant bullies ruthlessly pursue a small, brilliant boy in this young adult Roald Dahl short story.",2023-09-28,['Drama'],"['Rupert Friend', 'Ralph Fiennes', 'Asa Jennings']",17,United States of America,"['American Empirical Pictures', 'Indian Paintbrush']"
92,The Rat Catcher,"In an English village, a reporter and a mechanic listen to a ratcatcher explain his clever plan to outwit his prey.",2023-09-29,"['Comedy', 'Animation']","['Richard Ayoade', 'Ralph Fiennes', 'Rupert Friend']",17,United States of America,"['American Empirical Pictures', 'Indian Paintbrush']"
93,Reptile,"Following the brutal murder of a young real estate agent, a hardened detective attempts to uncover the truth in a case where nothing is as it seems, and by doing so dismantles the illusions in his own life.",2023-09-29,"['Crime', 'Drama', 'Thriller']","['Benicio del Toro', 'Justin Timberlake', 'Alicia Silverstone', 'Michael Pitt', 'Karl Glusman']",136,United States of America,['Black Label Media']
94,Heist 88,A criminal mastermind recruits a group of young bank employees to steal 80 million dollars in one of the largest bank heist in US history.,2023-09-29,"['Crime', 'Drama']","['Courtney B. Vance', 'Keesha Sharp', 'Keith David', 'Xavier Clyde', 'Bentley Green']",83,United States of America,"['MTV Entertainment Studios', 'Bassett Vance Productions', 'Gunpowder & Sky', 'MTV Studios']"
95,Flora and Son,"Single mum Flora is at a loss about what to do with her rebellious teenage son, Max. Her efforts to keep him out of trouble lead to a beat-up acoustic guitar, a washed-up LA musician, and harmony for this frayed Dublin family.",2023-09-22,"['Music', 'Comedy', 'Drama']","['Eve Hewson', 'Orén Kinlan', 'Joseph Gordon-Levitt', 'Jack Reynor', 'Marcella Plunkett']",97,"Ireland, ","['Likely Story', 'FilmNation Entertainment', 'Fifth Season', 'Distressed Films', 'Fís Éireann/Screen Ireland', 'Treasure Entertainment']"
96,Khun Pan 3,"Sorcerer cop Khun Pan is persuaded to take on another dangerous mission. He is hunting down two bandits and uncovering a conspiracy that challenges everything, he believes in.",2023-03-02,"['Action', 'Fantasy', 'Thriller']","['Ananda Everingham', 'Mario Maurer', 'Phakin Khamwilaisak', 'Sarika Sathsilpsupa', 'Bhumibhat Thavornsiri']",145,Thailand,"['Sahamongkolfilm', 'Kongkiat Production']"
97,Surprised by Oxford,"A woman struggles with her views on religion, complicated by her attraction to a devout believer.",2023-09-27,"['Drama', 'Romance']","['Rose Reid', ""Ruairi O'Connor"", 'Simon Callow', 'Phyllis Logan', 'Mark Williams']",107,"United Kingdom, ","['Evolve Studios', 'Nook Lane Entertainment', 'Ascendant Fox', 'Distinction Films', 'Quite Quick Productions']"
98,Blow Up My Life,"A disgraced pharmaceutical employee accidentally discovers a deadly opioid vape conspiracy, sending him on the run to expose the crime with a trail of chaos in his wake.",2023-09-19,"['Comedy', 'Thriller']","['Jason Selvig', 'Kara Young', 'Ben Horner', 'Davram Stiefler', 'Reema Sampat']",80,United States of America,[]
99,The Darkness Within La Luz del Mundo,"For the first time, complainants against La Luz del Mundo megachurch leaders expose the abuses they suffered through exclusive interviews.",2023-09-28,"['Documentary', 'Crime']",[],114,Mexico,['Mezcla']
100,Raven Song,"Nasser, an unexceptional washout, is diagnosed with a brain tumor when he meets an enigmatic and peculiar young woman. Infatuated by her and sick of being a failure, he must quickly figure out what he wants to do in life before he goes through a risky surgery, and reach out to the young woman with the most seductive way there is .. a song.",2022-10-30,"['Comedy', 'Drama', 'Mystery']","['Asem Alawad', 'Ibrahim Khairallah', 'Kateryna Tkachenko', 'Ibrahim Al-Hasawi', 'Ibrahim Alkhairallah']",109,Saudi Arabia,['Telfaz11']
101,Deltopia,"Every spring break, tens of thousands of college kids descend upon Isla Vista, California, for Deltopia - the ultimate street party with no rules and no boundaries. A group of recent high school grads join the party, looking to celebrate their newfound freedom. But nothing can prepare these friends for Deltopia's volatile mix of sex, drugs, and rebellion, as they unite for a life-changing adventure that brings exhilaration, heartbreak, and, ultimately, hope.",2023-08-29,['Drama'],"['Luna Blaise', 'Madison Pettis', 'Charlie Gillespie', 'Hart Denton', 'Greer Grammer']",100,United States of America,['Lucky 13 Productions']
102,Aged,"After taking a temporary job as a caregiver, a young woman realizes her employer and the house have a dangerous, dark past.",2023-06-15,['Horror'],"['Morgan Boss-Maltais', 'Carla Kidd', 'Dave McClain', ""Bria D'Aguanno"", 'Dave McClain']",99,United States of America,['Harrow House Films']
103,A Gamer's Journey - The Definitive History of Shenmue,"This documentary film is about the video game Shenmue. It tells the story of the games history, its fans, and how it impacted the gaming industry.",2022-03-21,['Documentary'],[],83,Canada,[]
104,A Beautiful Life,"When a young fisherman with a hidden talent gets discovered by a music producer, he must decide if he's ready to open himself up to stardom — and love.",2023-06-01,"['Drama', 'Music', 'Romance']","['Christopher', 'Inga Ibsdotter Lilleaas', 'Christine Albeck Børge', 'Ardalan Esmaili', 'Sebastian Jessen']",99,"Denmark, ","['SF Studios', 'Rocket Road Pictures', 'Svensk Filmindustri']"
105,Love Is in the Air,A fiercely independent pilot fighting to keep her family business afloat starts to fall for the man sent by corporate to ground her operation forever.,2023-09-28,"['Romance', 'Drama', 'Comedy']","['Delta Goodrem', 'Joshua Sasse', 'Roy Billing', 'Steph Tisdell', 'Simon McLachlan']",88,Australia,[]
106,Street Flow 2,"Struggling to overcome cycles of betrayal, revenge and violence, the Traoré brothers continue to fight for a brighter future in a seedy Paris suburb.",2023-09-27,['Drama'],"['Bakary Diombera', 'Jammeh Diangana', 'Kadi Diarra', 'Kery James', 'Sana Sri']",98,France,"['Les Films Velvet', 'SRAB Films']"
107,Sniper: G.R.I.T. - Global Response & Intelligence Team,"When an international terrorist cult threatens global political stability and kidnaps a fellow agent, Ace Sniper Brandon Beckett and the newly-formed Global Response & Intelligence Team – or G.R.I.T. – led by Colonel Stone must travel across the world to Malta, infiltrate the cult, and take out its leader to free Lady Death and stop the global threat.",2023-09-26,"['Action', 'Thriller']","['Chad Michael Collins', 'Ryan Robbins', 'Luna Fujimoto', 'Josh Brener', 'Dennis Haysbert']",93,Canada,[]
108,Ah Girls Go Army,"WHAT IF, in the unforeseen future, when there are not enough boys in Singapore? If Girls have to serve National Service also, what will happen? The story will focus on the first batch of female recruits, a bunch of Gen Z teens and youngsters with different backgrounds and education. As they trained under the fierce leadership of Sergeant Chow and Lieutenant Roxanne, they find themselves being pushed to the limit of their potential. Together, they overcome hardship and initial resistance to serve NS and discover newfound abilities, using it to solve and mend relationships in their personal life as well.",2022-02-01,"['Comedy', 'Drama']","['Apple Chan', 'Charlie Goh', 'Glenn Yong', 'Maxi Lim Jun Liang', 'Xixi Lim']",121,Singapore,"['J Team Productions', 'MM2 Entertainment']"
109,The Allnighter,When an astrophysics student loses priceless research to an auto theft he makes a bargain with a woman at a local pawn shop in order to get it back.,2022-04-02,"['Drama', 'Comedy']","['Owen Beckman', 'Gretchen Lodge', 'David Koechner', 'Sylva Kelegian', 'Justine Bateman']",79,United States of America,[]
110,Taking Out the Neighbours,"Steve and Emma are too scared to call the police when their Psycho Neighbours wife has a fatal injury in their home, So they decide to hide the body",2023-08-11,['Comedy'],"['Mark Spayne', 'Amanda Dryden Walker', 'Stephanie Cubello', 'Janet Brown', 'Rizwan Gul Khan']",55,United Kingdom,['Smoggie Productions']
111,Precognito,"A premonition inducing drug could cost a group of med students everything they hold dearly, including their memories.",2023-08-18,[],"['Victor Del Rio', 'Edward Pritchard', 'Jesse Garlick', 'Cara DeChurch', 'Neal Davidson']",78,United States of America,['VIREO PRODUCTIONS']
112,Pirates of the North Coast,"Trevor and his buddies rally to save the town's iconic lighthouse. Sparks fly between Trev's girlfriend and his returning Ana. Trev struggles with adulting, saving the Lighthouse, his love, and his family. Will Ana accept Trev's proposal?",2022-04-07,['Comedy'],"['Jordon Albertson', 'Justin Alesna', 'David Burnley', 'Theresa de Morrow', 'Robin Ruzicska Gabbert']",86,United States of America,[]
113,Dole Mates,"After a chance encounter, Anna and Owen are forced to quarantine for twenty-eight days.",2022-06-25,"['Comedy', 'Romance']","['Dianna Larocque', 'Mariah Larocque', 'Chris Turner', 'Blake Wright']",87,United States of America,['DBC Productions']
114,A Hustler's Son,"After a young man’s girlfriend is abducted by a jealous ex-boyfriend, he calls on his mentor, a NY drug boss, for help. This move brings dangerous secrets to light, including the fact that his mother is a notorious DC king pen.",2023-09-07,['Crime'],"['Asia Antoinette', 'Mike Bempah', 'William Boone', 'Matthew Boykin']",80,United States of America,['Cartel Urban Cinema']
115,Overhaul,"When truck racer Roger loses everything, he receives a tempting but dangerous offer: to work as the getaway driver for a gang of thieves.",2023-09-27,"['Action', 'Drama']","['Thiago Martins', 'Sheron Menezes', 'Raphael Logam', 'Milhem Cortaz', 'Evandro Mesquita']",108,Brazil,"['Gullane Entretenimento', 'Gullane Filmes']"
116,Forgotten Love,A once-respected surgeon who's lost his family and his memory gets a chance at redemption when he reconnects with someone from his forgotten past.,2023-09-27,['Drama'],"['Leszek Lichota', 'Maria Kowalska', 'Ignacy Liss', 'Anna Szymańczyk', 'Mirosław Haniszewski']",140,Poland,[]
117,The Wonderful Story of Henry Sugar,A rich man learns about a guru who can see without using his eyes. He sets out to master the skill in order to cheat at gambling.,2023-09-20,"['Comedy', 'Adventure']","['Benedict Cumberbatch', 'Ralph Fiennes', 'Dev Patel', 'Ben Kingsley', 'Richard Ayoade']",41,"United Kingdom, ","['The Roald Dahl Story Company', 'American Empirical Pictures']"
118,Papaw Land,"A troubled teenager spends the summer with his grandfather in the Ozarks, where he’s free from his mother, but not her painful past.",2021-11-05,"['Drama', 'Family']","['John Stiritz', 'Carson Mitchell', 'Spring Hunter', 'Larissa Ware', 'Tyler Winn']",75,United States of America,['Farewell Films']
119,Victoria's Secret: The Tour '23,"Follows 20 outstanding artists as they strive to make the iconic VS platform their own. The entire world is their stage, blending documentary with fashion fantasy.",2023-09-26,['Documentary'],"['Gigi Hadid', 'Doja Cat', 'Emily Ratajkowski', 'Adwoa Aboah', 'Julia Fox']",95,"United Kingdom, ","['Pulse Films', 'Amazon Studios', 'Amazon Studios']"
120,Squeaky Clean Mysteries: Hazardous Duty,"Gabby St. Claire had to drop out of school before she can complete a degree in forensic science to help her family. Instead, she did the next best thing: she became a crime scene cleaner. When a routine cleaning job uncovers a murder weapon the police overlooked, she realizes that the wrong person is in jail.",2022-02-08,"['TV Movie', 'Mystery']","['Jessica Blackmore', 'Jamie Roy', 'Kristi McKamie', 'Aryè Campos', 'John Littlefield']",88,United States of America,"['Trash Panda Entertainment', 'American Cinema Inspires']"
121,"Scooby-Doo! And Krypto, Too!","When the Justice League goes missing and villains overrun Metropolis, there's only one team that can solve this mystery: Scooby-Doo and the gang! But wait, there's a new dog in town – Krypto – Superman's Superdog with Super Powers. Mystery Inc. will need all the help it can get when phantoms menace the Justice League's headquarters.",2023-09-26,"['Animation', 'Family', 'Mystery', 'Fantasy']","['Frank Welker', 'Grey DeLisle', 'Matthew Lillard', 'Kate Micucci', 'P.J. Byrne']",78,United States of America,['Warner Bros. Animation']
122,Retreat to You,"Abby and Sean were best friends in high school until they had a falling out at their graduation party. Years later, when Abby’s friend Rachel brings her to a wilderness retreat, she is shocked to run into Sean. This chance reconnection only results in the old friends butting heads even more. However, when the pair becomes separated from the group on a hiking trip, they must work together to find their way back to the campsite. As the walls come down, they'll face the reality of why their friendship and their lives fell apart and come to learn that maybe the way forward is together.",2023-09-23,"['TV Movie', 'Comedy', 'Romance']","['Emilie Ullerup', 'Peter Mooney', 'Meghan Heffern', 'Donald Heng', 'Jenny Steele']",84,Canada,['Front Street Pictures']
123,Stasis,A woman wakes up in medical isolation having no idea where she came from. Her circumstances are surrounded in a haunting mystery that is slowly revealed.,2022-07-24,[],"['Samantha Osborne', 'Amanda Foster', 'Brian Hall', 'Bane Shaheen']",64,United States of America,['Procyon Media']
124,The Man in Room 6,"Carrie (Jackie Kelly) is a socially-troubled young woman trying to mend a strained relationship with her mother. After her grandfather dies in a nursing home, Carrie finds herself attracted to William (Bill Oberst Jr.), an elderly man in a neighboring room. William's doctor offers Carrie a part-time position with the nursing home to keep tabs on the old man. William shares a series of tall tales from his life as a younger man. He claims to be immortal, cursed to never die but to grow old and sick. Before he can finish his final tale, William mysteriously disappears, and Carrie is implicated in his murder.",2022-02-10,"['Horror', 'Fantasy']","['Jackie Kelly', 'Bill Oberst Jr.', 'Debbie Rochon', 'David Wassilak', 'Blaire Winter']",151,United States of America,"['Middle West Movies', 'Live or Die Productions']"
125,Spider,"Desperate to win a man's affections, Roshanda James uses murder and witchcraft to make herself appear as a beautiful seductress. No man can resist the Black Widow Spider.",2022-05-12,['Horror'],"['Novi Brown', 'Kali Roses', 'Jason Krotky', 'Desmon Heck', 'Ben Crowley']",93,United States of America,[]
126,Save State,"The love of Chris's life walked out on him exactly one year ago. Unable to get over her, he'll use a time machine to go back to then and spend the ten minutes he has to try and stop her from walking out. Discovering that he just can't solve all of their problems in one fell swoop, he'll keep going back to try and figure out what went wrong... and if he can fix it.",2023-06-28,"['Comedy', 'Science Fiction']","['Gabriel Fries', 'Ilya Gaidarov', 'Jessie Carl', 'Nickie Kruszynski', 'Nickie Kruszynski']",85,United States of America,['Drunk Justice Productions']
127,Protection Detail,Three bodyguards are hired to protect an aging Triad kingpin during a gang war in San Francisco's Chinatown.,2022-05-23,"['Crime', 'Action', 'Drama']","['Boynton Paek', 'Michael Nosé', 'Thomas Nguyen', 'Alex Hsu', 'Dennis Yen']",93,United States of America,['Wild Dogs Productions']
128,Manbaby,"Comedian Sal Howard has a big problem: his wife, scientist Dr. Dana Howard, doesn’t want kids. To save his marriage, Sal tricks Dana into thinking he’s become a real baby to show Dana the joys of motherhood.  Sal’s harebrained scheme works. But the plan backfires when Dana develops a hormonal serum that can transform Sal into a full-time, adult baby– forever! Manbaby is an absurd, comic fairy tale about what it means to grow up.",2022-08-17,"['Comedy', 'Fantasy', 'Science Fiction']","['Sidney Jayne Hunt', 'Asa Fager']",93,United States of America,['Grampaw Universe']
129,Explorer: Lost in the Arctic,"Sir John Franklin set off from England in 1845 with two ships and 129 men to be the first to navigate the Northwest Passage, a new trade route over the top of the world, when Franklin’s ships vanished without a trace. Now, a team of explorers attempts to solve the mystery by retracing Franklin’s route in search of his long-lost tomb.",2023-08-24,['Documentary'],[],42,United States of America,['National Geographic']
130,L.A. Undercover,"Corey Shaw is a rookie cop in the LAPD with his intentions set on bettering his community. As crime ramps up in LA, Corey must go undercover to take down a cold-blooded crime-lord, Kevin ""Keys"" Lyles. With everything on the line, Corey battles between maintaining his relationship, doing his job, and staying true to his identity.",2023-09-22,"['Crime', 'Drama', 'Thriller']","['Omar Cook', 'Clay Cureton', 'Adonis Armstrong', 'Dustin Harnish', 'Queen Ajima']",60,United States of America,['Satyajit Ray Productions']
131,He Knows,"Little Christina watched Sammy the Elf kill her family. When he returns to punish the naughty in a small midwest town, she must save her daughter from the same fate.",2022-07-07,['Horror'],"['Shawn C. Phillips', 'Lynn Lowry', 'Julie Anne Prescott', 'Zach Meiser', 'Jessa Flux']",100,United States of America,[]
132,Gray People,"Nick, facing mounting pressure from his mother to find a job and desperately trying to own a start-up, enlists the help of his best friend Kyle, a privileged slacker, living his best life. Running out of time and options, the two are presented with an opportunity that they can't refuse.",2022-10-27,"['Action', 'Comedy']","['Dennis Mallen', 'Michelle Nuñez', 'joe Ray', 'Lj Ugarte', 'Luis Sanchez']",116,United States of America,['United Blade Entertainment']
133,Freaky Profiling,"The movie opens with tension running high as a black woman is stopped by three white police officers.  After being shoved to the ground, she dies from head injuries. Micah a black activist in the city is very angry at police officers and is leading the community to retaliate like Malcom X but he is switched with a white police officer just like in freaky Friday. He wakes up as a white police officer and the officer wakes up black. The two of them soon realize what it is like to walk in other peoples shoes and learn to grow empathy for each other. The two characters bond before switching back and now their outlook on the protest is completely different. Now Micah sees that not all police officers are bad and if they want to achieve true justice it will take everyone black and white working together.",2023-07-13,['Comedy'],"['James Dickey', 'Olivia Dennis', 'Alexa Lee']",95,United States of America,['Hear and See Productions']
134,Forty Winks,"Forty Winks follows Fabio Berker, struggling Hypnotist in New York City, as he is blackmailed into being the world's first hypnotist hit man by a mysterious woman who finds out his degree is fake.",2022-03-19,"['Drama', 'Comedy', 'Thriller']","['Justin Marcel McManus', 'Susan Sarandon', 'Carmen Ejogo', 'Danny Burstein', 'John Turturro']",80,United States of America,['River Styx Productions']
135,Dumb Money,"Vlogger Keith Gill sinks his life savings into GameStop stock and posts about it. When social media starts blowing up, so do his life and the lives of everyone following him. As a stock tip becomes a movement, everyone gets rich—until the billionaires fight back, and both sides find their worlds turned upside down.",2023-09-15,"['Comedy', 'Drama', 'History']","['Paul Dano', 'Pete Davidson', 'America Ferrera', 'Nick Offerman', 'Anthony Ramos']",104,United States of America,"['Black Bear Pictures', 'Ryder Picture Company', 'Stage 6 Films', 'Columbia Pictures', 'Sony Pictures']"
136,Demons At Dawn,"Demons At Dawn follows a retired hitman who is blackmailed into taking one last job. During his mission, he uncovers an elite Satanic cult that use human sacrifice to summon Demons.",2022-10-28,['Horror'],"['Amber Doig-Thorne', 'BJ Mezek', 'Amy DiLorenzo', 'Jon-Paul Gates', 'Sophia Jiang']",80,United Kingdom,[]
137,Dark Asset,"A charming guy attempts to pick up a woman in a bar by spinning a tale involving spies, implanted microchips and the dangerous military scientist hunting him.",2023-09-22,"['Action', 'Thriller', 'Science Fiction']","['Byron Mann', 'Robert Patrick', 'Helena Mattsson', 'Sabina Gadecki', 'Trương Ngọc Ánh']",90,United States of America,['Interdimensional VFX']
138,Butcher's Crossing,"In the 1870s, a young Harvard dropout seeks his destiny out West by tying his fate to a team of buffalo hunters led by a man named Miller. Together, they embark on a harrowing journey risking life and sanity.",2023-04-27,"['Western', 'Drama']","['Nicolas Cage', 'Rachel Keller', 'Xander Berkeley', 'Fred Hechinger', 'Jeremy Bobb']",105,"United Kingdom, ","['Gabriel Polsky Productions', 'Phiphen Pictures', 'Altitude Film Entertainment', 'Ingenious Media', 'Saban Films', 'Saturn Films']"
139,Brightheart,,2020-05-01,['Animation'],"['Carrie Jo Crosby', 'Daisy Hamilton', 'Justine Huxley', 'Nick Hudson Murdoch', 'Derek Petropolis']",85,United States of America,[]
140,Beyond the Gates of Hell,"A newly married couple purchase a mansion in the countryside to open a bed and breakfast. However, it is soon revealed that some brutal murders took place previously on the property and someone or something might be lurking in the basement.",2022-09-04,"['Horror', 'Comedy', 'Drama']","['Brinke Stevens', 'Traci Burr', 'Janet Lopez', 'Vida Ghaffari', 'Brad Banacka']",53,United States of America,['SCS Entertainment']
141,Barber,"Val Barber, a private investigator, is hired by a wealthy widow to find her missing granddaughter. Set in Dublin against the background of a global pandemic, Barber’s initial investigation into Sara’s disappearance quickly darkens. Secrets start surfacing in unexpected ways. Before too long, Barber finds himself entangled with powerful men of shady morals determined to thwart his investigation.  Has he bitten off more than he can chew?",2023-09-22,"['Crime', 'Thriller']","['Aidan Gillen', 'Steve Wall', 'Desmond Eastwood', 'Liam Carney', 'Rúaidhrí Conroy']",90,Ireland,"['Fubar Films', 'Fís Éireann/Screen Ireland', 'Bórd Scannán na hÉireann']"
142,Altered Perceptions,"A psychological thriller that probes the neurology of identity and the age old problem of mind and brain. What happens when the human brain becomes toxic? When thinking becomes hallucinatory in intensity. When we appear to have lost the emotional, the concrete, the personal aspects of functioning. When our sense of reality is virtually destroyed.",2023-06-08,['Thriller'],"['Oran Stainbrook', 'Sally Kirkland', 'Eric Roberts', 'Matt Fling', 'Vincent Giovanni']",122,United States of America,['Hollywood Independents']
143,A Bengal for Christmas,"Rachel wants a new best friend for Christmas, and she might just get her wish when a Bengal arrives on her doorstep!",2023-07-16,['Family'],"['Dean Houlihan', 'Vida Ghaffari', 'Erik Anthony Russo', 'Breana Mitchell', 'Brad Banacka']",46,United States of America,['SCS Entertainment']
